sample,total_count,population,count,percentage
sample09610,105717,monocyte,18428,17.4314443278
sample09610,105717,nk_cell,11099,10.4987844907
sample09611,106481,b_cell,16520,15.5145049352
sample09611,106481,cd4_t_cell,28646,26.9024520807
sample09611,106481,cd8_t_cell,21274,19.9791512101
sample09611,106481,monocyte,24295,22.8162770823
sample09611,106481,nk_cell,15746,14.7876146918
sample09612,111085,b_cell,7892,7.1044695503
sample09612,111085,cd4_t_cell,42027,37.8331907998
sample09612,111085,cd8_t_cell,26285,23.6620605842
sample09612,111085,monocyte,19633,17.6738533555
sample09612,111085,nk_cell,15248,13.7264257100
sample09613,103557,b_cell,8752,8.4513842618
sample09613,103557,cd4_t_cell,44085,42.5707581332
sample09613,103557,cd8_t_cell,24975,24.1171528723
sample09613,103557,monocyte,17287,16.6932220902
sample09613,103557,nk_cell,8458,8.1674826424
sample09614,92323,b_cell,4922,5.3312825623
sample09614,92323,cd4_t_cell,29097,31.5165235099
sample09614,92323,cd8_t_cell,20100,21.7713895779
sample09614,92323,monocyte,16302,17.6575717860
sample09614,92323,nk_cell,21902,23.7232325639
sample09615,101628,b_cell,7765,7.6406108553
sample09615,101628,cd4_t_cell,27721,27.2769315543
sample09615,101628,cd8_t_cell,32342,31.8239067973
sample09615,101628,monocyte,17223,16.9471011926
sample09615,101628,nk_cell,16577,16.3114496005
sample09616,99819,b_cell,10659,10.6783277733
sample09616,99819,cd4_t_cell,34945,35.0083651409
sample09616,99819,cd8_t_cell,22197,22.2372494215
sample09616,99819,monocyte,17960,17.9925665454
sample09616,99819,nk_cell,14058,14.0834911189
sample09617,102767,b_cell,14206,13.8235036539
sample09617,102767,cd4_t_cell,27927,27.1750659258
sample09617,102767,cd8_t_cell,28469,27.7024725836
sample09617,102767,monocyte,18937,18.4271215468
sample09617,102767,nk_cell,13228,12.8718362899
sample09618,104514,b_cell,4439,4.2472778766
sample09618,104514,cd4_t_cell,29782,28.4957039248
sample09618,104514,cd8_t_cell,38018,36.3759879059
sample09618,104514,monocyte,20217,19.3438199667
sample09618,104514,nk_cell,12058,11.5372103259
sample09619,102691,b_cell,13041,12.6992628371
sample09619,102691,cd4_t_cell,32581,31.7272204964
sample09619,102691,cd8_t_cell,14449,14.0703664391
sample09619,102691,monocyte,28131,27.3938319814
sample09619,102691,nk_cell,14489,14.1093182460
sample09620,111684,b_cell,7756,6.9445936750
sample09620,111684,cd4_t_cell,28349,25.3832240966
sample09620,111684,cd8_t_cell,37370,33.4604777766
sample09620,111684,monocyte,23473,21.0173346227
sample09620,111684,nk_cell,14736,13.1943698292
sample09621,104425,b_cell,9355,8.9585827149
sample09621,104425,cd4_t_cell,43199,41.3684462533
sample09621,104425,cd8_t_cell,18525,17.7400047881
sample09621,104425,monocyte,14101,13.5034713910
sample09621,104425,nk_cell,19245,18.4294948528
sample09622,103215,b_cell,13965,13.5300101729
sample09622,103215,cd4_t_cell,30011,29.0762001647
sample09622,103215,cd8_t_cell,24965,24.1873758659
sample09622,103215,monocyte,19279,18.6784866541
sample09622,103215,nk_cell,14995,14.5279271424
sample09623,98473,b_cell,8199,8.3261401602
sample09623,98473,cd4_t_cell,26488,26.8987438181
sample09623,98473,cd8_t_cell,24300,24.6768149645
sample09623,98473,monocyte,24690,25.0728626121
sample09623,98473,nk_cell,14796,15.0254384451
sample09624,96842,b_cell,5901,6.0934305363
sample09624,96842,cd4_t_cell,29115,30.0644348526
sample09624,96842,cd8_t_cell,25638,26.4740505153
sample09624,96842,monocyte,19489,20.1245327441
sample09624,96842,nk_cell,16699,17.2435513517
sample09625,105903,b_cell,5834,5.5088146700
sample09625,105903,cd4_t_cell,31374,29.6252230815
sample09625,105903,cd8_t_cell,24642,23.2684626498
sample09625,105903,monocyte,27604,26.0653616989
sample09625,105903,nk_cell,16449,15.5321378998
sample09626,95777,b_cell,9807,10.2394102968
sample09626,95777,cd4_t_cell,27500,28.7125301482
sample09626,95777,cd8_t_cell,23891,24.9444021007
sample09626,95777,monocyte,22586,23.5818620337
sample09626,95777,nk_cell,11993,12.5217954206
sample09627,87984,b_cell,6893,7.8343789780
sample09627,87984,cd4_t_cell,23370,26.5616475723
sample09627,87984,cd8_t_cell,18606,21.1470267321
sample09627,87984,monocyte,27781,31.5750591017
sample09627,87984,nk_cell,11334,12.8818876159
sample09628,97655,b_cell,11033,11.2979366136
sample09628,97655,cd4_t_cell,29414,30.1203215401
sample09628,97655,cd8_t_cell,20640,21.1356305361
sample09628,97655,monocyte,21931,22.4576314577
sample09628,97655,nk_cell,14637,14.9884798525
sample09629,90723,b_cell,10394,11.4568521764
sample09629,90723,cd4_t_cell,24586,27.1000738512
sample09629,90723,cd8_t_cell,22521,24.8239145531
sample09629,90723,monocyte,19712,21.7276765539
sample09629,90723,nk_cell,13510,14.8914828654
sample09630,95934,b_cell,7366,7.6781954260
sample09630,95934,cd4_t_cell,31829,33.1780182209
sample09630,95934,cd8_t_cell,21604,22.5196489253
sample09630,95934,monocyte,17898,18.6565763963
sample09630,95934,nk_cell,17237,17.9675610315
sample09631,106751,b_cell,16986,15.9117947373
sample09631,106751,cd4_t_cell,22188,20.7848170041
sample09631,106751,cd8_t_cell,33402,31.2896366310
sample09631,106751,monocyte,24302,22.7651263220
sample09631,106751,nk_cell,9873,9.2486253056
sample09632,105486,b_cell,6899,6.5402043873
sample09632,105486,cd4_t_cell,28652,27.1618982614
sample09632,105486,cd8_t_cell,24970,23.6713876723
sample09632,105486,monocyte,29532,27.9961321882
sample09632,105486,nk_cell,15433,14.6303774909
sample09633,106007,b_cell,6484,6.1165772072
sample09633,106007,cd4_t_cell,33316,31.4281132378
sample09633,106007,cd8_t_cell,25311,23.8767251219
sample09633,106007,monocyte,32688,30.8356995293
sample09633,106007,nk_cell,8208,7.7428849038
sample09634,109781,b_cell,6919,6.3025477997
sample09634,109781,cd4_t_cell,36708,33.4374800740
sample09634,109781,cd8_t_cell,29617,26.9782567111
sample09634,109781,monocyte,26224,23.8875579563
sample09634,109781,nk_cell,10313,9.3941574589
sample09635,99479,b_cell,6674,6.7089536485
sample09635,99479,cd4_t_cell,33080,33.2532494295
sample09635,99479,cd8_t_cell,24035,24.1608781753
sample09635,99479,monocyte,19276,19.3769539300
sample09635,99479,nk_cell,16414,16.4999648167
sample09636,107131,b_cell,10856,10.1333880949
sample09636,107131,cd4_t_cell,33336,31.1170436195
sample09636,107131,cd8_t_cell,28860,26.9389812473
sample09636,107131,monocyte,18673,17.4300622602
sample09636,107131,nk_cell,15406,14.3805247781
sample09637,104881,b_cell,13462,12.8354992801
sample09637,104881,cd4_t_cell,26651,25.4107035593
sample09637,104881,cd8_t_cell,33334,31.7826870453
sample09637,104881,monocyte,16670,15.8942039073
sample09637,104881,nk_cell,14764,14.0769062080
sample09638,98660,b_cell,13853,14.0411514292
sample09638,98660,cd4_t_cell,26865,27.2298803973
sample09638,98660,cd8_t_cell,26191,26.5467261301
sample09638,98660,monocyte,18891,19.1475775390
sample09638,98660,nk_cell,12860,13.0346645044
sample09639,110063,b_cell,4733,4.3002643940
sample09639,110063,cd4_t_cell,34476,31.3238781425
sample09639,110063,cd8_t_cell,18817,17.0965719633
sample09639,110063,monocyte,20150,18.3076965011
sample09639,110063,nk_cell,31887,28.9715889990
sample09640,108407,b_cell,9091,8.3859898346
sample09640,108407,cd4_t_cell,37714,34.7892663758
sample09640,108407,cd8_t_cell,20557,18.9627976053
sample09640,108407,monocyte,31228,28.8062578985
sample09640,108407,nk_cell,9817,9.0556882858
sample09641,104920,b_cell,5048,4.8112847884
sample09641,104920,cd4_t_cell,41444,39.5005718643
sample09641,104920,cd8_t_cell,33303,31.7413267251
sample09641,104920,monocyte,10346,9.8608463591
sample09641,104920,nk_cell,14779,14.0859702631
sample09642,91121,b_cell,9274,10.1776758376
sample09642,91121,cd4_t_cell,23085,25.3344454078
sample09642,91121,cd8_t_cell,21590,23.6937698225
sample09642,91121,monocyte,18926,20.7701846995
sample09642,91121,nk_cell,18246,20.0239242326
sample09643,102761,b_cell,12713,12.3714249569
sample09643,102761,cd4_t_cell,35209,34.2629986084
sample09643,102761,cd8_t_cell,22254,21.6560757486
sample09643,102761,monocyte,19014,18.5031286188
sample09643,102761,nk_cell,13571,13.2063720672
sample09644,103514,b_cell,8460,8.1728075429
sample09644,103514,cd4_t_cell,26672,25.7665629770
sample09644,103514,cd8_t_cell,31466,30.3978205847
sample09644,103514,monocyte,20511,19.8147110536
sample09644,103514,nk_cell,16405,15.8480978418
sample09645,96806,b_cell,10994,11.3567340867
sample09645,96806,cd4_t_cell,31813,32.8626324815
sample09645,96806,cd8_t_cell,20805,21.4914364812
sample09645,96806,monocyte,20831,21.5182943206
sample09645,96806,nk_cell,12363,12.7709026300
sample09646,97977,b_cell,9387,9.5808199884
sample09646,97977,cd4_t_cell,35242,35.9696663503
sample09646,97977,cd8_t_cell,23518,24.0035926799
sample09646,97977,monocyte,15252,15.5669187666
sample09646,97977,nk_cell,14578,14.8790022148
sample09647,109793,b_cell,11048,10.0625722951
sample09647,109793,cd4_t_cell,32391,29.5018808121
sample09647,109793,cd8_t_cell,31600,28.7814341534
sample09647,109793,monocyte,20587,18.7507400290
sample09647,109793,nk_cell,14167,12.9033727105
sample09648,98454,b_cell,3702,3.7601316351
sample09648,98454,cd4_t_cell,31247,31.7376642899
sample09648,98454,cd8_t_cell,31484,31.9783858452
sample09648,98454,monocyte,18617,18.9093383712
sample09648,98454,nk_cell,13404,13.6144798586
sample09649,93507,b_cell,4787,5.1194028255
sample09649,93507,cd4_t_cell,32115,34.3450222978
sample09649,93507,cd8_t_cell,25921,27.7209192895
sample09649,93507,monocyte,19637,21.0005668025
sample09649,93507,nk_cell,11047,11.8140887848
sample09650,94743,b_cell,7738,8.1673580106
sample09650,94743,cd4_t_cell,29314,30.9405444202
sample09650,94743,cd8_t_cell,21930,23.1468287895
sample09650,94743,monocyte,19280,20.3497883749
sample09650,94743,nk_cell,16481,17.3954804049
sample09651,98620,b_cell,11360,11.5189616711
sample09651,98620,cd4_t_cell,30337,30.7615088217
sample09651,98620,cd8_t_cell,19287,19.5568850132
sample09651,98620,monocyte,20254,20.5374163456
sample09651,98620,nk_cell,17382,17.6252281484
sample09652,104961,b_cell,9594,9.1405379141
sample09652,104961,cd4_t_cell,33521,31.9366240794
sample09652,104961,cd8_t_cell,26907,25.6352359448
sample09652,104961,monocyte,19372,18.4563790360
sample09652,104961,nk_cell,15567,14.8312230257
sample09653,103343,b_cell,6857,6.6351857407
sample09653,103343,cd4_t_cell,35960,34.7967448206
sample09653,103343,cd8_t_cell,22644,21.9114986017
sample09653,103343,monocyte,23588,22.8249615359
sample09653,103343,nk_cell,14294,13.8316093011
sample09654,104102,b_cell,12100,11.6232156923
sample09654,104102,cd4_t_cell,30496,29.2943459300
sample09654,104102,cd8_t_cell,29330,28.1742905996
sample09654,104102,monocyte,12095,11.6184127106
sample09654,104102,nk_cell,20081,19.2897350675
sample09655,104255,b_cell,9087,8.7161287228
sample09655,104255,cd4_t_cell,27690,26.5598772241
sample09655,104255,cd8_t_cell,25271,24.2396048151
sample09655,104255,monocyte,22477,21.5596374275
sample09655,104255,nk_cell,19730,18.9247518105
sample09656,106764,b_cell,9136,8.5571915627
sample09656,106764,cd4_t_cell,37365,34.9977520513
sample09656,106764,cd8_t_cell,19239,18.0201191413
sample09656,106764,monocyte,24676,23.1126596980
sample09656,106764,nk_cell,16348,15.3122775467
sample09657,98768,b_cell,8527,8.6333630326
sample09657,98768,cd4_t_cell,35917,36.3650170096
sample09657,98768,cd8_t_cell,16525,16.7311274907
sample09657,98768,monocyte,26497,26.8275149846
sample09657,98768,nk_cell,11302,11.4429774826
sample09658,105886,b_cell,7237,6.8347090267
sample09658,105886,cd4_t_cell,31769,30.0030221181
sample09658,105886,cd8_t_cell,31469,29.7196985437
sample09658,105886,monocyte,19714,18.6181364864
sample09658,105886,nk_cell,15697,14.8244338251
sample09659,104502,b_cell,10198,9.7586649059
sample09659,104502,cd4_t_cell,36171,34.6127346845
sample09659,104502,cd8_t_cell,24132,23.0923810071
sample09659,104502,monocyte,12278,11.7490574343
sample09659,104502,nk_cell,21723,20.7871619682
sample09660,91621,b_cell,7844,8.5613560210
sample09660,91621,cd4_t_cell,32304,35.2582923129
sample09660,91621,cd8_t_cell,25540,27.8757053514
sample09660,91621,monocyte,13891,15.1613713013
sample09660,91621,nk_cell,12042,13.1432750134
sample09661,91450,b_cell,7482,8.1815199563
sample09661,91450,cd4_t_cell,27651,30.2361946419
sample09661,91450,cd8_t_cell,24051,26.2996172772
sample09661,91450,monocyte,15840,17.3209404046
sample09661,91450,nk_cell,16426,17.9617277201
sample09662,109580,b_cell,10657,9.7253148385
sample09662,109580,cd4_t_cell,36684,33.4769118452
sample09662,109580,cd8_t_cell,23797,21.7165541157
sample09662,109580,monocyte,24671,22.5141449170
sample09662,109580,nk_cell,13771,12.5670742836
sample09663,94963,b_cell,9617,10.1271021345
sample09663,94963,cd4_t_cell,29014,30.5529522024
sample09663,94963,cd8_t_cell,21068,22.1854827670
sample09663,94963,monocyte,19782,20.8312711266
sample09663,94963,nk_cell,15482,16.3031917694
sample09664,89732,b_cell,6688,7.4533053983
sample09664,89732,cd4_t_cell,35116,39.1343110596
sample09664,89732,cd8_t_cell,25526,28.4469308608
sample09664,89732,monocyte,12023,13.3987875006
sample09664,89732,nk_cell,10379,11.5666651808
sample09665,89183,b_cell,15812,17.7298364038
sample09665,89183,cd4_t_cell,28287,31.7179283047
sample09665,89183,cd8_t_cell,21241,23.8173194443
sample09665,89183,monocyte,16798,18.8354282767
sample09665,89183,nk_cell,7045,7.8994875705
sample09666,97899,b_cell,4577,4.6752265090
sample09666,97899,cd4_t_cell,32174,32.8644827833
sample09666,97899,cd8_t_cell,24288,24.8092421782
sample09666,97899,monocyte,22003,22.4752040368
sample09666,97899,nk_cell,14857,15.1758444928
sample09667,93043,b_cell,6882,7.3965800759
sample09667,93043,cd4_t_cell,31803,34.1809700891
sample09667,93043,cd8_t_cell,22604,24.2941435680
sample09667,93043,monocyte,15928,17.1189664994
sample09667,93043,nk_cell,15826,17.0093397676
sample09668,100620,b_cell,13952,13.8660306102
sample09668,100620,cd4_t_cell,23494,23.3492347446
sample09668,100620,cd8_t_cell,22882,22.7410057643
sample09668,100620,monocyte,16787,16.6835619161
sample09668,100620,nk_cell,23505,23.3601669648
sample09669,103800,b_cell,16428,15.8265895954
sample09669,103800,cd4_t_cell,34058,32.8111753372
sample09669,103800,cd8_t_cell,20177,19.4383429672
sample09669,103800,monocyte,22051,21.2437379576
sample09669,103800,nk_cell,11086,10.6801541426
sample09670,93595,b_cell,8797,9.3990063572
sample09670,93595,cd4_t_cell,31393,33.5413216518
sample09670,93595,cd8_t_cell,18735,20.0170949303
sample09670,93595,monocyte,25798,27.5634382179
sample09670,93595,nk_cell,8872,9.4791388429
sample09671,109249,b_cell,12138,11.1103991799
sample09671,109249,cd4_t_cell,26865,24.5906141017
sample09671,109249,cd8_t_cell,24583,22.5018077969
sample09671,109249,monocyte,26485,24.2427848310
sample09671,109249,nk_cell,19178,17.5543940906
sample09672,92606,b_cell,7963,8.5987948945
sample09672,92606,cd4_t_cell,32595,35.1975034015
sample09672,92606,cd8_t_cell,17036,18.3962162279
sample09672,92606,monocyte,18043,19.4836187720
sample09672,92606,nk_cell,16969,18.3238667041
sample09673,104624,b_cell,12454,11.9035785288
sample09673,104624,cd4_t_cell,31588,30.1919253709
sample09673,104624,cd8_t_cell,27492,26.2769536626
sample09673,104624,monocyte,21808,20.8441657746
sample09673,104624,nk_cell,11282,10.7833766631
sample09674,102113,b_cell,8516,8.3397804393
sample09674,102113,cd4_t_cell,28431,27.8426840853
sample09674,102113,cd8_t_cell,28193,27.6096089626
sample09674,102113,monocyte,18284,17.9056535407
sample09674,102113,nk_cell,18689,18.3022729721
sample09675,97500,b_cell,6695,6.8666666667
sample09675,97500,cd4_t_cell,26874,27.5630769231
sample09675,97500,cd8_t_cell,25901,26.5651282051
sample09675,97500,monocyte,23053,23.6441025641
sample09675,97500,nk_cell,14977,15.3610256410
sample09676,102667,b_cell,10157,9.8931496976
sample09676,102667,cd4_t_cell,35561,34.6372252038
sample09676,102667,cd8_t_cell,22798,22.2057720592
sample09676,102667,monocyte,20883,20.3405183749
sample09676,102667,nk_cell,13268,12.9233346645
sample09677,106113,b_cell,10884,10.2569901897
sample09677,106113,cd4_t_cell,25508,24.0385249687
sample09677,106113,cd8_t_cell,23688,22.3233722541
sample09677,106113,monocyte,27616,26.0250864644
sample09677,106113,nk_cell,18417,17.3560261231
sample09678,97418,b_cell,6506,6.6784372498
sample09678,97418,cd4_t_cell,23235,23.8508283890
sample09678,97418,cd8_t_cell,34060,34.9627378924
sample09678,97418,monocyte,23373,23.9924859882
sample09678,97418,nk_cell,10244,10.5155104806
sample09679,106170,b_cell,8237,7.7583121409
sample09679,106170,cd4_t_cell,23759,22.3782612791
sample09679,106170,cd8_t_cell,33882,31.9129697655
sample09679,106170,monocyte,26302,24.7734765000
sample09679,106170,nk_cell,13990,13.1769803146
sample09680,108978,b_cell,8019,7.3583659087
sample09680,108978,cd4_t_cell,43349,39.7777533080
sample09680,108978,cd8_t_cell,21907,20.1022224669
sample09680,108978,monocyte,20000,18.3523279928
sample09680,108978,nk_cell,15703,14.4093303236
sample09681,98654,b_cell,6829,6.9221724411
sample09681,98654,cd4_t_cell,33674,34.1334360492
sample09681,98654,cd8_t_cell,22588,22.8961826180
sample09681,98654,monocyte,25005,25.3461593042
sample09681,98654,nk_cell,10558,10.7020495874
sample09682,93337,b_cell,8996,9.6381927853
sample09682,93337,cd4_t_cell,26677,28.5813771602
sample09682,93337,cd8_t_cell,28296,30.3159518733
sample09682,93337,monocyte,17878,19.1542475117
sample09682,93337,nk_cell,11490,12.3102306695
sample09683,105594,b_cell,9257,8.7665965869
sample09683,105594,cd4_t_cell,35320,33.4488702010
sample09683,105594,cd8_t_cell,28136,26.6454533402
sample09683,105594,monocyte,16944,16.0463662708
sample09683,105594,nk_cell,15937,15.0927136012
sample09684,94323,b_cell,6436,6.8233622764
sample09684,94323,cd4_t_cell,27184,28.8201181048
sample09684,94323,cd8_t_cell,27859,29.5357441981
sample09684,94323,monocyte,18766,19.8954655810
sample09684,94323,nk_cell,14078,14.9253098396
sample09685,97896,b_cell,10546,10.7726566969
sample09685,97896,cd4_t_cell,34744,35.4907248509
sample09685,97896,cd8_t_cell,35915,36.6868922121
sample09685,97896,monocyte,11447,11.6930211653
sample09685,97896,nk_cell,5244,5.3567050748
sample09686,99124,b_cell,8050,8.1211411969
sample09686,99124,cd4_t_cell,34711,35.0177555385
sample09686,99124,cd8_t_cell,22174,22.3699608571
sample09686,99124,monocyte,19684,19.8579556919
sample09686,99124,nk_cell,14505,14.6331867156
sample09687,100066,b_cell,13750,13.7409309855
sample09687,100066,cd4_t_cell,26641,26.6234285372
sample09687,100066,cd8_t_cell,28238,28.2193752124
sample09687,100066,monocyte,22489,22.4741670497
sample09687,100066,nk_cell,8948,8.9420982152
sample09688,91558,b_cell,7217,7.8824351777
sample09688,91558,cd4_t_cell,29460,32.1763253894
sample09688,91558,cd8_t_cell,21338,23.3054457284
sample09688,91558,monocyte,18631,20.3488499093
sample09688,91558,nk_cell,14912,16.2869437952
sample09689,93120,b_cell,5524,5.9321305842
sample09689,93120,cd4_t_cell,24368,26.1683848797
sample09689,93120,cd8_t_cell,25995,27.9155927835
sample09689,93120,monocyte,14049,15.0869845361
sample09689,93120,nk_cell,23184,24.8969072165
sample09690,94874,b_cell,8773,9.2470012859
sample09690,94874,cd4_t_cell,28115,29.6340409385
sample09690,94874,cd8_t_cell,33000,34.7829753146
sample09690,94874,monocyte,13778,14.5224192086
sample09690,94874,nk_cell,11208,11.8135632523
sample09691,99626,b_cell,8406,8.4375564612
sample09691,99626,cd4_t_cell,31569,31.6875112922
sample09691,99626,cd8_t_cell,17870,17.9370846968
sample09691,99626,monocyte,22061,22.1438178789
sample09691,99626,nk_cell,19720,19.7940296710
sample09692,103828,b_cell,7728,7.4430789382
sample09692,103828,cd4_t_cell,29946,28.8419308857
sample09692,103828,cd8_t_cell,26159,25.1945525292
sample09692,103828,monocyte,25966,25.0086681820
sample09692,103828,nk_cell,14029,13.5117694649
sample09693,105403,b_cell,10814,10.2596700284
sample09693,105403,cd4_t_cell,32375,30.7154445319
sample09693,105403,cd8_t_cell,24727,23.4594840754
sample09693,105403,monocyte,22852,21.6805973265
sample09693,105403,nk_cell,14635,13.8848040378
sample09694,93792,b_cell,10618,11.3207949505
sample09694,93792,cd4_t_cell,23991,25.5789406346
sample09694,93792,cd8_t_cell,23113,24.6428266803
sample09694,93792,monocyte,20688,22.0573183214
sample09694,93792,nk_cell,15382,16.4001194132
sample09695,98900,b_cell,11457,11.5844287159
sample09695,98900,cd4_t_cell,22029,22.2740141557
sample09695,98900,cd8_t_cell,26985,27.2851365015
sample09695,98900,monocyte,25580,25.8645096057
sample09695,98900,nk_cell,12849,12.9919110212
sample09696,88721,b_cell,10810,12.1842630268
sample09696,88721,cd4_t_cell,27991,31.5494640502
sample09696,88721,cd8_t_cell,22335,25.1744231918
sample09696,88721,monocyte,15186,17.1165789385
sample09696,88721,nk_cell,12399,13.9752707927
sample09697,96277,b_cell,8206,8.5233233275
sample09697,96277,cd4_t_cell,28198,29.2884074078
sample09697,96277,cd8_t_cell,27336,28.3930741506
sample09697,96277,monocyte,15941,16.5574332395
sample09697,96277,nk_cell,16596,17.2377618746
sample09698,102557,b_cell,5111,4.9835701122
sample09698,102557,cd4_t_cell,31464,30.6795245571
sample09698,102557,cd8_t_cell,28871,28.1511744688
sample09698,102557,monocyte,21070,20.5446727186
sample09698,102557,nk_cell,16041,15.6410581433
sample09699,98949,b_cell,9919,10.0243559814
sample09699,98949,cd4_t_cell,21555,21.7839493072
sample09699,98949,cd8_t_cell,32082,32.4227632417
sample09699,98949,monocyte,17603,17.7899726122
sample09699,98949,nk_cell,17790,17.9789588576
sample09700,99627,b_cell,12516,12.5628594658
sample09700,99627,cd4_t_cell,30441,30.5549700382
sample09700,99627,cd8_t_cell,26922,27.0227950254
sample09700,99627,monocyte,17315,17.3798267538
sample09700,99627,nk_cell,12433,12.4795487167
sample09701,93749,b_cell,7009,7.4763464144
sample09701,93749,cd4_t_cell,30886,32.9454180845
sample09701,93749,cd8_t_cell,28594,30.5005920063
sample09701,93749,monocyte,15933,16.9953812841
sample09701,93749,nk_cell,11327,12.0822622108
sample09702,93490,b_cell,10305,11.0225692587
sample09702,93490,cd4_t_cell,22818,24.4068884373
sample09702,93490,cd8_t_cell,19208,20.5455128891
sample09702,93490,monocyte,25612,27.3954433629
sample09702,93490,nk_cell,15547,16.6295860520
sample09703,93673,b_cell,7439,7.9414559158
sample09703,93673,cd4_t_cell,29816,31.8298762717
sample09703,93673,cd8_t_cell,24653,26.3181493066
sample09703,93673,monocyte,21596,23.0546689014
sample09703,93673,nk_cell,10169,10.8558496045
sample09704,103891,b_cell,11837,11.3936722141
sample09704,103891,cd4_t_cell,23286,22.4138760817
sample09704,103891,cd8_t_cell,39689,38.2025391997
sample09704,103891,monocyte,15228,14.6576700580
sample09704,103891,nk_cell,13851,13.3322424464
sample09705,93684,b_cell,10836,11.5665428462
sample09705,93684,cd4_t_cell,29973,31.9937235814
sample09705,93684,cd8_t_cell,23361,24.9359549123
sample09705,93684,monocyte,13370,14.2713803851
sample09705,93684,nk_cell,16144,17.2323982751
sample09706,99892,b_cell,6621,6.6281584111
sample09706,99892,cd4_t_cell,33988,34.0247467265
sample09706,99892,cd8_t_cell,30282,30.3147399191
sample09706,99892,monocyte,17582,17.6010090898
sample09706,99892,nk_cell,11419,11.4313458535
sample09707,98782,b_cell,7036,7.1227551578
sample09707,98782,cd4_t_cell,28581,28.9334089207
sample09707,98782,cd8_t_cell,24894,25.2009475410
sample09707,98782,monocyte,24859,25.1655159847
sample09707,98782,nk_cell,13412,13.5773723958
sample09708,111108,b_cell,9380,8.4422363826
sample09708,111108,cd4_t_cell,29844,26.8603520899
sample09708,111108,cd8_t_cell,32689,29.4209237859
sample09708,111108,monocyte,23329,20.9966879073
sample09708,111108,nk_cell,15866,14.2797998344
sample09709,98975,b_cell,7590,7.6686031826
sample09709,98975,cd4_t_cell,26171,26.4420308159
sample09709,98975,cd8_t_cell,26916,27.1947461480
sample09709,98975,monocyte,26299,26.5713564031
sample09709,98975,nk_cell,11999,12.1232634504
sample09710,101328,b_cell,9097,8.9777751461
sample09710,101328,cd4_t_cell,31580,31.1661140060
sample09710,101328,cd8_t_cell,18139,17.9012711195
sample09710,101328,monocyte,22692,22.3945997158
sample09710,101328,nk_cell,19820,19.5602400126
sample09711,95140,b_cell,16215,17.0433046037
sample09711,95140,cd4_t_cell,26998,28.3771284423
sample09711,95140,cd8_t_cell,20434,21.4778221568
sample09711,95140,monocyte,16287,17.1189825520
sample09711,95140,nk_cell,15206,15.9827622451
sample09712,101339,b_cell,18141,17.9013015720
sample09712,101339,cd4_t_cell,30098,29.7003128115
sample09712,101339,cd8_t_cell,20680,20.4067535697
sample09712,101339,monocyte,13075,12.9022390195
sample09712,101339,nk_cell,19345,19.0893930274
sample09713,104447,b_cell,8403,8.0452286806
sample09713,104447,cd4_t_cell,29177,27.9347420223
sample09713,104447,cd8_t_cell,34635,33.1603588423
sample09713,104447,monocyte,15704,15.0353767940
sample09713,104447,nk_cell,16528,15.8242936609
sample09714,110765,b_cell,11700,10.5629034442
sample09714,110765,cd4_t_cell,37864,34.1840834199
sample09714,110765,cd8_t_cell,31198,28.1659368934
sample09714,110765,monocyte,10758,9.7124542951
sample09714,110765,nk_cell,19245,17.3746219474
sample09715,111283,b_cell,7172,6.4448298482
sample09715,111283,cd4_t_cell,39360,35.3692837181
sample09715,111283,cd8_t_cell,21840,19.6256391363
sample09715,111283,monocyte,26709,24.0009704986
sample09715,111283,nk_cell,16202,14.5592767988
sample09716,98239,b_cell,5613,5.7136167917
sample09716,98239,cd4_t_cell,32466,33.0479748369
sample09716,98239,cd8_t_cell,22318,22.7180651269
sample09716,98239,monocyte,26860,27.3414835249
sample09716,98239,nk_cell,10982,11.1788597197
sample09717,89845,b_cell,7268,8.0894874506
sample09717,89845,cd4_t_cell,28743,31.9917635929
sample09717,89845,cd8_t_cell,23192,25.8133452056
sample09717,89845,monocyte,22057,24.5500584340
sample09717,89845,nk_cell,8585,9.5553453169
sample09718,105291,b_cell,9746,9.2562517214
sample09718,105291,cd4_t_cell,29302,27.8295390869
sample09718,105291,cd8_t_cell,25418,24.1407147809
sample09718,105291,monocyte,24631,23.3932624821
sample09718,105291,nk_cell,16194,15.3802319287
sample09719,104317,b_cell,10309,9.8823777524
sample09719,104317,cd4_t_cell,31919,30.5980808497
sample09719,104317,cd8_t_cell,24122,23.1237478072
sample09719,104317,monocyte,19807,18.9873175034
sample09719,104317,nk_cell,18160,17.4084760873
sample09720,111070,b_cell,17339,15.6108760241
sample09720,111070,cd4_t_cell,28878,25.9998199334
sample09720,111070,cd8_t_cell,24725,22.2607364725
sample09720,111070,monocyte,33348,30.0243089943
sample09720,111070,nk_cell,6780,6.1042585757
sample09721,109722,b_cell,8353,7.6128761780
sample09721,109722,cd4_t_cell,39441,35.9463006507
sample09721,109722,cd8_t_cell,27721,25.2647600299
sample09721,109722,monocyte,21021,19.1584185487
sample09721,109722,nk_cell,13186,12.0176445927
sample09722,104846,b_cell,8812,8.4047078572
sample09722,104846,cd4_t_cell,33947,32.3779638708
sample09722,104846,cd8_t_cell,26138,24.9298971825
sample09722,104846,monocyte,16677,15.9061862160
sample09722,104846,nk_cell,19272,18.3812448734
sample09723,103196,b_cell,5685,5.5089344548
sample09723,103196,cd4_t_cell,36352,35.2261715570
